convergenceTolerance_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
4, 1.0, 23, no_regularization, -0.00956776449157, 0.00230142190711, 4.15732746004, 0.00456924121685, 0.00583643679622, 0.782881983715
4, 1.0, 24, no_regularization, -0.00957153941351, 0.00234014573258, 4.09014672901, 0.00451636192484, 0.00587664493187, 0.768527276567
4, 1.0, 25, no_regularization, -0.00959312611627, 0.00228084284199, 4.20595664886, 0.00456789488439, 0.00545719206029, 0.837041253804
4, 1.0, 21, regularization, -0.00957530706527, 0.0023524755017, 4.07031106525, 0.00494294817639, 0.00372069948864, 1.3284997059
4, 1.0, 22, regularization, -0.00958140056045, 0.00232271432227, 4.12508782013, 0.00488267459864, 0.00337787988373, 1.44548496889
4, 1.0, 23, regularization, -0.00957398669483, 0.00225952491662, 4.23716801016, 0.00494348204461, 0.00381254560944, 1.29663551627
4, 1.0, 24, regularization, -0.00957969583144, 0.00225617579681, 4.24598820934, 0.00478146162398, 0.00309499129384, 1.54490309343
4, 1.0, 25, regularization, -0.00959811028042, 0.0022345621211, 4.29529803168, 0.00489476137687, 0.00368435040432, 1.32852764795
2, 3.0, 16, no_regularization, -0.0287200644847, 0.00882654343248, 3.25382916929, 0.0145122849074, 0.0096831527019, 1.49871486634
2, 3.0, 17, no_regularization, -0.028744222084, 0.00853746921097, 3.36683171251, 0.0146753038376, 0.0154231721215, 0.951510086379
2, 3.0, 18, no_regularization, -0.028746701355, 0.0102014995574, 2.81788978113, 0.0151889880032, 0.0168329393664, 0.902337237283
2, 3.0, 19, no_regularization, -0.0287465178192, 0.00907110096293, 3.16902192321, 0.0151560538736, 0.00994251038146, 1.52436892617
2, 3.0, 20, no_regularization, -0.028737985345, 0.00613139916614, 4.68701915603, 0.0150456634806, 0.0100144715796, 1.50239214929
2, 3.0, 16, regularization, -0.0287220488912, 0.00581274802361, 4.9412169209, 0.0140308055285, 0.0049759256905, 2.81973775357
2, 3.0, 17, regularization, -0.0287408826911, 0.00574467987102, 5.00304339605, 0.0145297322434, 0.0050953514188, 2.85156627074
2, 3.0, 18, regularization, -0.0287474949589, 0.00575019567201, 4.99939421172, 0.0146729689833, 0.00527560535544, 2.78128631592
2, 3.0, 19, regularization, -0.0287490243661, 0.00576709445688, 4.98501014351, 0.0145874706115, 0.00548452062784, 2.65975307622
2, 3.0, 20, regularization, -0.0287475457908, 0.00587565022906, 4.89265777745, 0.0144804021594, 0.00520437698727, 2.78235073955
6, 1.0, 21, no_regularization, -0.00957113789086, 0.00241262227759, 3.96710996984, 0.00451970779693, 0.00576501200673, 0.783989312018
6, 1.0, 22, no_regularization, -0.00957126705649, 0.00242231828007, 3.9512838322, 0.0045337752198, 0.00523284987422, 0.86640651438
6, 1.0, 23, no_regularization, -0.00956776692293, 0.00230142592472, 4.15732125904, 0.00456922476572, 0.00583644058163, 0.782878657259
6, 1.0, 24, no_regularization, -0.00957153634924, 0.00234015593387, 4.09012758967, 0.00451635204728, 0.0058766314733, 0.768527355816
6, 1.0, 25, no_regularization, -0.00959312515513, 0.00228085484875, 4.20593408668, 0.00456790998397, 0.0054571526283, 0.837050068984
6, 1.0, 21, regularization, -0.00957530292033, 0.00235249530164, 4.07027504525, 0.0049429544349, 0.00372068297692, 1.32850728362
6, 1.0, 22, regularization, -0.00958139948391, 0.00232271998654, 4.12507729705, 0.00488268016419, 0.00337788223172, 1.44548561177
6, 1.0, 23, regularization, -0.00957398321896, 0.00225952469765, 4.23716688244, 0.00494348952832, 0.00381254591217, 1.29663737623
6, 1.0, 24, regularization, -0.00957969748365, 0.0022561562921, 4.24602564867, 0.0047814581696, 0.00309498355284, 1.54490584133
6, 1.0, 25, regularization, -0.00959810922904, 0.0022345509299, 4.29531907311, 0.00489476804146, 0.00368439102623, 1.32851480926
2, 11.0, 11, no_regularization, 0.015013249924, 0.511661379628, 0.0293421597208, -0.0794154223918, 0.789482427731, 0.100591754297
2, 11.0, 12, no_regularization, -0.0381821343555, 0.550042565575, 0.0694166901713, -0.128725742184, 0.861730210243, 0.149380560939
2, 11.0, 13, no_regularization, 0.0129178218327, 0.524745452941, 0.0246173106605, -0.139778579101, 0.710665991223, 0.196686742897
2, 11.0, 14, no_regularization, 0.00690054487928, 0.567876683451, 0.012151484786, -0.228598494982, 0.760142762655, 0.300731002403
2, 11.0, 15, no_regularization, -0.0346892842075, 0.530449029091, 0.0653960744672, -0.118422382628, 0.824051386257, 0.143707521889
2, 11.0, 11, regularization, 0.016597326938, 0.438664255203, 0.0378360596769, -0.0871533168134, 0.767606186876, 0.113539101565
2, 11.0, 12, regularization, -0.037602023499, 0.48971394876, 0.0767836480749, -0.13398844492, 0.793999848835, 0.168751222203
2, 11.0, 13, regularization, 0.00502832913265, 0.462206059472, 0.0108789770917, -0.131916353522, 0.653520424671, 0.201854981944
2, 11.0, 14, regularization, 0.0105622781307, 0.521611316792, 0.0202493270194, -0.222002163432, 0.73310502087, 0.302824502782
2, 11.0, 15, regularization, -0.0346408209485, 0.445461718519, 0.0777638560361, -0.114957807723, 0.78135465131, 0.147126285779
2, 5.0, 21, no_regularization, -0.0478444290788, 0.0504960154576, 0.947489195835, 0.0252579660363, 0.061087713027, 0.413470480147
2, 5.0, 22, no_regularization, -0.0478663113378, 0.0439348526258, 1.0894838261, 0.02184038929, 0.0619532052477, 0.352530417155
2, 5.0, 23, no_regularization, -0.0479066244943, 0.0598623678106, 0.800279478517, 0.0251085084067, 0.0535784518555, 0.468630718828
2, 5.0, 24, no_regularization, -0.0478881223761, 0.0443794507204, 1.0790607274, 0.0238982228843, 0.0605036754509, 0.394987952488
2, 5.0, 25, no_regularization, -0.0479044565417, 0.0391027996205, 1.22509019831, 0.0241235477797, 0.0617455278628, 0.390693036641
2, 5.0, 21, regularization, -0.0478546740567, 0.0119459056936, 4.0059477518, 0.0235321332305, 0.0065031430089, 3.61857846249
2, 5.0, 22, regularization, -0.0478636647935, 0.00989963892394, 4.8348899552, 0.0237795760079, 0.00620805593648, 3.83043842569
2, 5.0, 23, regularization, -0.0478961983778, 0.0102899698826, 4.65464903436, 0.0236957284671, 0.00557131724212, 4.25316445596
2, 5.0, 24, regularization, -0.0478777500203, 0.00979444843117, 4.88825382631, 0.0235821535552, 0.00581261053048, 4.05706754849
2, 5.0, 25, regularization, -0.0478981520075, 0.0111953568092, 4.27839441152, 0.0235506384348, 0.00600228808577, 3.92361014637
3, 7.0, 26, no_regularization, -0.0427146172137, 0.259415703894, 0.164657021809, 0.018100702039, 0.228137459025, 0.0793412099722
3, 7.0, 27, no_regularization, -0.0670776592744, 0.118579023252, 0.565678966099, 0.0268028069775, 0.11441956623, 0.234250206154
3, 7.0, 28, no_regularization, -0.0470434994611, 0.267129695634, 0.176107337484, -0.0998709960471, 0.350611167876, 0.284848302615
3, 7.0, 29, no_regularization, -0.0447227231829, 0.234484105151, 0.190728165366, 0.0226531430116, 0.208213182423, 0.108797832818
3, 7.0, 30, no_regularization, -0.0670546088028, 0.1028614262, 0.651892660637, 0.0278344348326, 0.11066625873, 0.251516904537
3, 7.0, 26, regularization, -0.05253108833, 0.179469914666, 0.292701361271, 0.0175010813344, 0.118909750634, 0.14717953104
3, 7.0, 27, regularization, -0.0670506332946, 0.0329401340428, 2.0355300682, 0.0298993967308, 0.0386616577847, 0.77336044143
3, 7.0, 28, regularization, -0.0537417104439, 0.173721472692, 0.309355600153, -0.0983327837651, 0.306772686196, 0.320539566232
3, 7.0, 29, regularization, -0.050185809084, 0.118065137263, 0.425068824273, 0.0299433586036, 0.0854156095562, 0.350560731922
3, 7.0, 30, regularization, -0.0670545026539, 0.0221279318045, 3.03031043508, 0.0315517015264, 0.00757597590127, 4.164704579
8, 7.0, 6, no_regularization, -0.0668919362538, 0.105276204402, 0.635394642446, 0.0306774029137, 0.106833515204, 0.28715148851
8, 7.0, 7, no_regularization, -0.050964421759, 0.205927764826, 0.247486888434, 0.0288397117489, 0.198376678225, 0.145378539489
8, 7.0, 8, no_regularization, -0.0664450107275, 0.0996109197362, 0.66704544947, 0.0269992803458, 0.106588548309, 0.253303762686
8, 7.0, 9, no_regularization, -0.0671143107684, 0.0896729758, 0.748434075815, 0.0296755339066, 0.099784368087, 0.297396621089
8, 7.0, 10, no_regularization, -0.0521522672293, 0.206842987444, 0.25213456774, 0.0249077843509, 0.176538149264, 0.141090095568
8, 7.0, 6, regularization, -0.0670312807452, 0.046901311706, 1.42919842339, 0.0316917218276, 0.0281825592096, 1.12451539947
8, 7.0, 7, regularization, -0.051847809879, 0.0775106793417, 0.668911823756, 0.0314734431472, 0.108098924159, 0.291154083097
8, 7.0, 8, regularization, -0.0669674847267, 0.0217964369525, 3.07240513082, 0.0305379300611, 0.0180225251059, 1.69443126763
8, 7.0, 9, regularization, -0.0670888575509, 0.0236319747615, 2.83890187884, 0.0316575497665, 0.00845550564648, 3.74401615823
8, 7.0, 10, regularization, -0.0554181161435, 0.106167835937, 0.521985925911, 0.0301343907055, 0.0638809501748, 0.471727340044
1, 11.0, 6, no_regularization, 0.0064001207636, 0.593987018336, 0.0107748495607, -0.0452275585053, 0.645998202864, 0.0700118952418
1, 11.0, 7, no_regularization, 0.00406703537525, 0.370729404928, 0.0109703609187, 0.000586715175707, 0.418263751604, 0.00140273971497
1, 11.0, 8, no_regularization, -0.030809133969, 0.491782940034, 0.0626478298879, -0.049639558005, 0.770039457241, 0.064463655126
1, 11.0, 9, no_regularization, 0.0195989364169, 0.613390240032, 0.0319518230611, -0.114183354346, 0.778293493826, 0.1467098919
1, 11.0, 10, no_regularization, 0.022552929214, 0.567109821246, 0.0397681866353, -0.0620696959269, 0.717682868022, 0.086486244402
1, 11.0, 6, regularization, 0.00235755647489, 0.540342024372, 0.00436308184178, -0.0399918057032, 0.584188604234, 0.068457010995
1, 11.0, 7, regularization, 0.00139959344631, 0.270260601834, 0.00517868100942, -0.00383849875861, 0.355009598394, 0.0108123802172
1, 11.0, 8, regularization, -0.0287128595285, 0.391611127727, 0.0733198254482, -0.0527775859809, 0.736271567982, 0.0716822274226
1, 11.0, 9, regularization, 0.0204571500949, 0.534934399885, 0.0382423528927, -0.0994765818075, 0.735772440732, 0.135200200905
1, 11.0, 10, regularization, 0.0285470822962, 0.495306148534, 0.0576352269818, -0.0630979858158, 0.668143965942, 0.0944377095838
8, 11.0, 11, no_regularization, 0.0150127634287, 0.511665549617, 0.0293409697799, -0.0793939737936, 0.789510739242, 0.100560980171
8, 11.0, 12, no_regularization, -0.0381817765648, 0.550052507655, 0.0694147850132, -0.128732755658, 0.861700113673, 0.14939391746
8, 11.0, 13, no_regularization, 0.0129174225804, 0.524745620954, 0.0246165419292, -0.139770785192, 0.710701140969, 0.196666048688
8, 11.0, 14, no_regularization, 0.00690095796443, 0.567877493619, 0.0121521948695, -0.228598240156, 0.760139857232, 0.300731816628
8, 11.0, 15, no_regularization, -0.0346891778367, 0.530451973591, 0.0653955109298, -0.118419600325, 0.824046918767, 0.143704924597
8, 11.0, 11, regularization, 0.0165968700617, 0.438664592198, 0.037834989094, -0.0871547378526, 0.767609496898, 0.113540463224
8, 11.0, 12, regularization, -0.0376023537783, 0.489712313709, 0.0767845788755, -0.133990397453, 0.794003344003, 0.168752938467
8, 11.0, 13, regularization, 0.00502786480315, 0.46220409755, 0.0108780186714, -0.131915762846, 0.653521349208, 0.201853792544
8, 11.0, 14, regularization, 0.0105634558882, 0.521611238057, 0.020251587998, -0.222000897208, 0.733104977823, 0.302822793357
8, 11.0, 15, regularization, -0.0346408094711, 0.445458803876, 0.0777643390806, -0.114957880271, 0.781358800321, 0.147125597387
2, 1.0, 16, no_regularization, -0.00958577335852, 0.00244373643081, 3.92258888383, 0.00440073977814, 0.00570021685327, 0.772030238747
2, 1.0, 17, no_regularization, -0.00960582523282, 0.00240138047088, 4.00012632289, 0.00454403927953, 0.0056709325488, 0.80128607428
2, 1.0, 18, no_regularization, -0.00958814558728, 0.00240820756967, 3.98144483392, 0.00459570773098, 0.00595173274803, 0.772162986066
2, 1.0, 19, no_regularization, -0.00956308148894, 0.0023915951844, 3.99862048198, 0.00437214919763, 0.0056113915814, 0.77915596055
2, 1.0, 20, no_regularization, -0.00958662729763, 0.00247416767674, 3.87468779411, 0.00450424436065, 0.00556521761186, 0.809356376478
2, 1.0, 16, regularization, -0.00959070430666, 0.00233258083799, 4.11162783748, 0.00473745869662, 0.00334454865389, 1.41647175355
2, 1.0, 17, regularization, -0.00961112293746, 0.00233448089417, 4.11702788464, 0.00496912878626, 0.00346021213142, 1.43607634374
2, 1.0, 18, regularization, -0.00959650367117, 0.00228837146849, 4.19359522844, 0.00490419028604, 0.00320331876708, 1.53097167114
2, 1.0, 19, regularization, -0.00957793534241, 0.00232779568351, 4.11459451114, 0.00472250886058, 0.00336630228885, 1.40287723899
2, 1.0, 20, regularization, -0.00959124374092, 0.00234141293217, 4.09634866585, 0.00494890555281, 0.00353039129616, 1.40180085935
5, 1.0, 21, no_regularization, -0.00957113777182, 0.00241262192403, 3.96711050186, 0.00451970816549, 0.00576501021012, 0.783989620272
5, 1.0, 22, no_regularization, -0.00957126751844, 0.00242231874229, 3.95128326893, 0.00453377439677, 0.00523286344799, 0.866404109687
5, 1.0, 23, no_regularization, -0.00956776648896, 0.00230142494243, 4.1573228449, 0.00456922540101, 0.0058364427955, 0.782878469148
5, 1.0, 24, no_regularization, -0.00957153582572, 0.00234015528509, 4.09012849989, 0.00451635146965, 0.00587662652755, 0.768527904313
5, 1.0, 25, no_regularization, -0.00959312556793, 0.00228085461502, 4.20593469868, 0.00456790871763, 0.00545715253105, 0.837049851847
5, 1.0, 21, regularization, -0.00957530217191, 0.00235249386532, 4.07027721222, 0.00494295401505, 0.00372068630755, 1.32850598155
5, 1.0, 22, regularization, -0.00958139958647, 0.00232271906856, 4.12507897152, 0.00488267952113, 0.00337788252467, 1.44548529603
5, 1.0, 23, regularization, -0.00957398341989, 0.00225952593356, 4.23716465374, 0.00494348883223, 0.00381255084619, 1.29663551561
5, 1.0, 24, regularization, -0.00957969808897, 0.00225615482232, 4.24602868306, 0.00478145845479, 0.00309498309847, 1.54490616028
5, 1.0, 25, regularization, -0.00959810994041, 0.0022345519054, 4.29531751632, 0.00489476650436, 0.00368438992747, 1.32851478826
7, 1.0, 1, no_regularization, -0.00957811741991, 0.0023186432853, 4.13091460883, 0.00451868655935, 0.00571563473717, 0.790583507719
7, 1.0, 2, no_regularization, -0.00958216083941, 0.00235405891388, 4.07048472021, 0.00469185397386, 0.00543879880651, 0.86266363967
7, 1.0, 3, no_regularization, -0.00957718245882, 0.00231137874352, 4.14349335248, 0.0046450655038, 0.00570837560928, 0.813728076383
7, 1.0, 4, no_regularization, -0.0095943992836, 0.00246893207218, 3.88605235102, 0.0044429677822, 0.00586565923831, 0.757454124368
7, 1.0, 5, no_regularization, -0.00959631038702, 0.00245103837005, 3.91520202387, 0.00447465874896, 0.00561939186094, 0.796288790618
7, 1.0, 1, regularization, -0.00958380561665, 0.00229691291671, 4.17247234187, 0.004904942675, 0.00348334183746, 1.40811407662
7, 1.0, 2, regularization, -0.00958760358503, 0.00228154164148, 4.20224790586, 0.00501200681543, 0.00338557688631, 1.48039964347
7, 1.0, 3, regularization, -0.00957449874177, 0.00223795652128, 4.27823268715, 0.00498456837967, 0.00358605698345, 1.3899858264
7, 1.0, 4, regularization, -0.00958120763468, 0.00227913210326, 4.20388428602, 0.00483939798131, 0.00335209241987, 1.44369467638
7, 1.0, 5, regularization, -0.00959904984884, 0.00233865798592, 4.10451203495, 0.00487374608394, 0.00316131749936, 1.54168193638
3, 3.0, 16, no_regularization, -0.0287204567782, 0.00882553937549, 3.25424379817, 0.0145080908089, 0.00967496649032, 1.4995494634
3, 3.0, 17, no_regularization, -0.0287440682315, 0.00853510711399, 3.36774545974, 0.0146689954809, 0.0154237676927, 0.951064342592
3, 3.0, 18, no_regularization, -0.0287465856245, 0.0102030277295, 2.81745638517, 0.0151880230659, 0.0168346986325, 0.90218562253
3, 3.0, 19, no_regularization, -0.0287468481067, 0.00907326228172, 3.16830344082, 0.0151567233369, 0.00993604939988, 1.52542753432
3, 3.0, 20, no_regularization, -0.0287374599177, 0.00612967868142, 4.68824899497, 0.0150444591709, 0.0100142169034, 1.50231009734
3, 3.0, 16, regularization, -0.0287208828266, 0.00581398819447, 4.93996235732, 0.0140299425044, 0.00497451954445, 2.82036131913
3, 3.0, 17, regularization, -0.0287413726912, 0.0057434566283, 5.00419425988, 0.0145284908853, 0.00509084410132, 2.85384714129
3, 3.0, 18, regularization, -0.0287474652384, 0.00574938248274, 5.00009615376, 0.0146726961181, 0.00527900184455, 2.77944515841
3, 3.0, 19, regularization, -0.0287497201166, 0.00576723032583, 4.98501334129, 0.0145874526247, 0.00548076910818, 2.66157036299
3, 3.0, 20, regularization, -0.0287470085717, 0.00587475941743, 4.89330822406, 0.0144814666676, 0.00520360175829, 2.78296982366
8, 3.0, 1, no_regularization, -0.0287360298783, 0.028537352898, 1.00696199753, 0.0149341709581, 0.0278243566093, 0.536730145025
8, 3.0, 2, no_regularization, -0.0287324865453, 0.00612091683993, 4.69414751036, 0.0144328707948, 0.0166480459118, 0.86694083325
8, 3.0, 3, no_regularization, -0.0287329309871, 0.00905687988542, 3.17249774211, 0.0147656852915, 0.0160867763923, 0.91787720121
8, 3.0, 4, no_regularization, -0.0287293067735, 0.0060303424897, 4.76412522549, 0.01482894896, 0.0168284753421, 0.881181964413
8, 3.0, 5, no_regularization, -0.0287389585621, 0.0060281734841, 4.76744052537, 0.0146936746625, 0.0174055551749, 0.844194541044
8, 3.0, 1, regularization, -0.0287240920788, 0.00571283768747, 5.0279902301, 0.0147422026231, 0.00542904718868, 2.71543092383
8, 3.0, 2, regularization, -0.0287340906809, 0.00582214167824, 4.93531285718, 0.0144742948347, 0.00500026155231, 2.89470754346
8, 3.0, 3, regularization, -0.0287294803041, 0.00575869673215, 4.98888579142, 0.0146747658672, 0.00526655958027, 2.78640460504
8, 3.0, 4, regularization, -0.0287358684186, 0.00573677695168, 5.00906147486, 0.0145617833708, 0.00521088976827, 2.7944907719
8, 3.0, 5, regularization, -0.0287278596674, 0.00576054619248, 4.98700274376, 0.0145564146296, 0.00523697411776, 2.77954679597
3, 7.0, 11, no_regularization, -0.0627248771818, 0.177845302124, 0.352693472545, 0.0290936854495, 0.171384012436, 0.169757289703
3, 7.0, 12, no_regularization, -0.0579365712526, 0.158153479529, 0.366331309467, 0.02165568851, 0.160865668999, 0.134619702543
3, 7.0, 13, no_regularization, -0.0674612836108, 0.0895953302881, 0.752955353743, 0.0275163226015, 0.0990578876737, 0.277780227781
3, 7.0, 14, no_regularization, -0.0500016707353, 0.177298503725, 0.282019699461, 0.0249720171548, 0.151277390002, 0.165074352186
3, 7.0, 15, no_regularization, -0.0668850989717, 0.1251144223, 0.534591438319, 0.0281275723676, 0.141613739101, 0.19862177601
3, 7.0, 11, regularization, -0.0608880853636, 0.0983150701124, 0.619315892202, 0.0325718462372, 0.080001592445, 0.407139973615
3, 7.0, 12, regularization, -0.0597258502815, 0.0674276744922, 0.885776511371, 0.0265400525981, 0.0593914846773, 0.446866293078
3, 7.0, 13, regularization, -0.0670766017216, 0.0201431959862, 3.32998804, 0.0311488260063, 0.0089744095248, 3.47084963308
3, 7.0, 14, regularization, -0.0549426605266, 0.0880757663834, 0.623811324984, 0.0301871722405, 0.0707025438507, 0.426960199682
3, 7.0, 15, regularization, -0.0674151229297, 0.0415804128734, 1.62131922872, 0.028285251914, 0.0442749457652, 0.638854580739
5, 5.0, 6, no_regularization, -0.0478809720217, 0.0440670680696, 1.08654771282, 0.0239289271808, 0.0502382128599, 0.476309283683
5, 5.0, 7, no_regularization, -0.0479032634643, 0.0462079412126, 1.03668898045, 0.0243822401365, 0.0605700688521, 0.402546019818
5, 5.0, 8, no_regularization, -0.0478407988299, 0.0385471926392, 1.24109683622, 0.0234774539119, 0.0626320179522, 0.37484747705
5, 5.0, 9, no_regularization, -0.0479180302297, 0.0416187172926, 1.15135769065, 0.0230605087001, 0.0610185217078, 0.377926374725
5, 5.0, 10, no_regularization, -0.0478692622674, 0.0650100946316, 0.736335834284, 0.0244677431071, 0.0562742930004, 0.43479432264
5, 5.0, 6, regularization, -0.0478857354727, 0.00995622485292, 4.80962776355, 0.0233564823415, 0.00542589937066, 4.30462873451
5, 5.0, 7, regularization, -0.0478977622916, 0.0106969334547, 4.47770966273, 0.0236628416186, 0.00535090396289, 4.42221385072
5, 5.0, 8, regularization, -0.0478517608761, 0.00992230882225, 4.82264377508, 0.0232467377265, 0.00535827025158, 4.33847802277
5, 5.0, 9, regularization, -0.0479089835186, 0.0114834853118, 4.17198979384, 0.0234599201217, 0.00543914374331, 4.31316420909
5, 5.0, 10, regularization, -0.0478694952913, 0.0102557920832, 4.66755711337, 0.0234241738545, 0.0061110077775, 3.83311144534
4, 7.0, 26, no_regularization, -0.0427145450135, 0.259415911585, 0.164656611665, 0.0181004995864, 0.228137011536, 0.0793404781824
4, 7.0, 27, no_regularization, -0.0670776911298, 0.118578809655, 0.565680253705, 0.0268029025781, 0.114419590101, 0.234250992811
4, 7.0, 28, no_regularization, -0.0470434974515, 0.267129941451, 0.176107167905, -0.0998713035031, 0.350611442725, 0.284848956232
4, 7.0, 29, no_regularization, -0.0447227171231, 0.234484112901, 0.190728133219, 0.0226530888578, 0.208212543453, 0.108797906611
4, 7.0, 30, no_regularization, -0.0670546095003, 0.102861552764, 0.651891865309, 0.0278343953667, 0.110666440078, 0.25151613576
4, 7.0, 26, regularization, -0.052531083218, 0.179470225992, 0.292700825041, 0.0175011350923, 0.118910074004, 0.147179582881
4, 7.0, 27, regularization, -0.0670506443908, 0.0329397228689, 2.0355558138, 0.0298994719981, 0.0386618067245, 0.773359408968
4, 7.0, 28, regularization, -0.0537416699369, 0.173721092048, 0.309356044815, -0.0983327680941, 0.306773305959, 0.320538867574
4, 7.0, 29, regularization, -0.0501857786993, 0.11806457679, 0.425070584791, 0.0299435090944, 0.0854158509456, 0.350561503081
4, 7.0, 30, regularization, -0.0670545475137, 0.0221279681366, 3.03030748688, 0.0315517201584, 0.0075757772933, 4.16481622107
6, 3.0, 16, no_regularization, -0.0287204840541, 0.00882551033561, 3.25425759667, 0.0145080014548, 0.0096750836965, 1.49952206202
6, 3.0, 17, no_regularization, -0.0287441194611, 0.00853496153748, 3.36780890399, 0.0146690474552, 0.015423710675, 0.951071228214
6, 3.0, 18, no_regularization, -0.0287466295291, 0.010203138231, 2.81743017475, 0.0151879026514, 0.0168341192275, 0.902209521395
6, 3.0, 19, no_regularization, -0.0287468385421, 0.00907334195008, 3.16827456743, 0.0151567958279, 0.00993521014, 1.52556368857
6, 3.0, 20, no_regularization, -0.028737481441, 0.00612975769889, 4.68819207099, 0.0150445701621, 0.0100138279176, 1.50237953816
6, 3.0, 16, regularization, -0.0287208204946, 0.00581391905576, 4.94001038183, 0.0140299110239, 0.00497504150024, 2.82005909361
6, 3.0, 17, regularization, -0.0287413730784, 0.00574356516043, 5.00409976653, 0.0145285481234, 0.00509161262886, 2.85342762351
6, 3.0, 18, regularization, -0.0287474449053, 0.00574946871944, 5.00001762044, 0.0146726606418, 0.00527858622482, 2.77965728262
6, 3.0, 19, regularization, -0.0287497854277, 0.00576715304738, 4.98509146395, 0.0145874683485, 0.00548108703641, 2.66141884841
6, 3.0, 20, regularization, -0.028746979286, 0.00587458674531, 4.89344706826, 0.014481450277, 0.00520393672199, 2.78278754157
1, 1.0, 1, no_regularization, -0.00957714140254, 0.00240106754401, 3.98870137012, 0.00461795446937, 0.00621076463779, 0.743540407451
1, 1.0, 2, no_regularization, -0.00958438040054, 0.00244843364579, 3.91449464723, 0.00476399600491, 0.00627855291446, 0.758772932206
1, 1.0, 3, no_regularization, -0.00957707225727, 0.00237504447431, 4.03237596638, 0.00469793127511, 0.00624982405107, 0.75169016547
1, 1.0, 4, no_regularization, -0.00959761460881, 0.00256670721029, 3.73927130072, 0.0045437813792, 0.00643331556543, 0.706289211681
1, 1.0, 5, no_regularization, -0.00959268465533, 0.00252870131707, 3.79352222841, 0.0045248737697, 0.00629633757006, 0.718651711309
1, 1.0, 1, regularization, -0.00959345586513, 0.00274495471815, 3.49494139255, 0.00491915851075, 0.00365085267052, 1.3473998966
1, 1.0, 2, regularization, -0.00958453890172, 0.00262523407742, 3.65092735316, 0.00502202769165, 0.00354237087398, 1.41770240054
1, 1.0, 3, regularization, -0.00956216397583, 0.00272938634618, 3.50341166952, 0.00500427582546, 0.00376553802795, 1.32896701303
1, 1.0, 4, regularization, -0.00957859260538, 0.00256034235666, 3.74113742268, 0.0048357443235, 0.00351402668962, 1.37612623655
1, 1.0, 5, regularization, -0.00958601638877, 0.00262087588048, 3.65756213797, 0.00488137774527, 0.00333830345197, 1.46223308201
4, 7.0, 16, no_regularization, -0.0671367866379, 0.0923287379146, 0.727149402822, 0.0274907071009, 0.106325715034, 0.258551819681
4, 7.0, 17, no_regularization, -0.067095963131, 0.159727411313, 0.420065426337, 0.0266062974671, 0.139975805678, 0.190077830509
4, 7.0, 18, no_regularization, -0.0521873569899, 0.210341050268, 0.248108283777, 0.0320578997259, 0.192587266048, 0.166459083114
4, 7.0, 19, no_regularization, -0.0672046080071, 0.0862611115889, 0.779083491613, 0.0250999625762, 0.120432681886, 0.208414876951
4, 7.0, 20, no_regularization, -0.0666318078004, 0.103169877149, 0.645845566962, 0.0276486063607, 0.109952225599, 0.251460179274
4, 7.0, 16, regularization, -0.0670326259867, 0.0230554763285, 2.90744919044, 0.0315612451904, 0.00836562523922, 3.77272998586
4, 7.0, 17, regularization, -0.0670119572382, 0.0785497645845, 0.853114679498, 0.0276077846125, 0.0458306256192, 0.602387251746
4, 7.0, 18, regularization, -0.0531670362756, 0.113810910805, 0.467152366145, 0.0336648306436, 0.102471452314, 0.328528872027
4, 7.0, 19, regularization, -0.0670620598202, 0.0344658872548, 1.94575173198, 0.0290586143154, 0.0399690984948, 0.727027013612
4, 7.0, 20, regularization, -0.0672826808774, 0.0210052642645, 3.20313422532, 0.0321308379554, 0.00853342208564, 3.76529341135
5, 5.0, 26, no_regularization, -0.0478803653095, 0.0462154683939, 1.03602466822, 0.0237295823976, 0.0626640712387, 0.378679232429
5, 5.0, 27, no_regularization, -0.0478992638534, 0.049511659423, 0.967434022846, 0.0237556599888, 0.044482398466, 0.534046292646
5, 5.0, 28, no_regularization, -0.0479083341747, 0.0563022159919, 0.850913828714, 0.0240687381879, 0.0461229519118, 0.521838633266
5, 5.0, 29, no_regularization, -0.0479118600544, 0.04496127283, 1.06562508218, 0.0236041470512, 0.0659881802873, 0.357702651421
5, 5.0, 30, no_regularization, -0.0478785335603, 0.0356914174273, 1.34145789132, 0.0229427494714, 0.050909485355, 0.450657658616
5, 5.0, 26, regularization, -0.0478912767467, 0.0103360996312, 4.63339929523, 0.0233520485438, 0.00640056999981, 3.64843264654
5, 5.0, 27, regularization, -0.0478998891729, 0.00918474582838, 5.21515674663, 0.0234729317773, 0.00496167825686, 4.7308452024
5, 5.0, 28, regularization, -0.047909422099, 0.00940096891133, 5.09622173533, 0.0239123090467, 0.00646112754826, 3.70094985249
5, 5.0, 29, regularization, -0.0479051850537, 0.0114311337244, 4.19076411919, 0.0233921290781, 0.00517720139148, 4.51829614289
5, 5.0, 30, regularization, -0.0478783043925, 0.00945270104385, 5.06503952367, 0.0234875092537, 0.00473877722501, 4.95644934092
7, 1.0, 16, no_regularization, -0.00958547012524, 0.00244046863643, 3.92771698933, 0.00440004641026, 0.00569848205856, 0.77214359281
7, 1.0, 17, no_regularization, -0.00960573888554, 0.00239946979557, 4.0032756, 0.00454318130436, 0.00567477735381, 0.800591991739
