convergenceTolerance_sim, strain percent, trial, regularization, mean axial strain, axial strain std, axial strain SNRe, mean lateral strain, lateral strain std, lateral strain SNRe
4, 7.0, 8, no_regularization, -0.0664450084306, 0.0996109169926, 0.667045444783, 0.0269992530916, 0.106588524232, 0.253303564208
4, 7.0, 9, no_regularization, -0.0671143166119, 0.0896730230424, 0.748433746682, 0.0296754965731, 0.0997843335154, 0.297396349985
4, 7.0, 10, no_regularization, -0.0521522686713, 0.206842971531, 0.252134594109, 0.0249077492638, 0.176538138048, 0.14108990578
4, 7.0, 6, regularization, -0.0670312731288, 0.0469012838935, 1.42919910851, 0.0316917355014, 0.0281824854042, 1.12451882958
4, 7.0, 7, regularization, -0.0518478117402, 0.0775106552457, 0.668912055715, 0.0314734484109, 0.108098939892, 0.291154089414
4, 7.0, 8, regularization, -0.0669674720192, 0.0217964334092, 3.07240504728, 0.0305379283529, 0.0180225211252, 1.6944315471
4, 7.0, 9, regularization, -0.0670888498772, 0.0236319712377, 2.83890197743, 0.031657559133, 0.00845551992164, 3.74401094509
4, 7.0, 10, regularization, -0.0554181175544, 0.106167856789, 0.52198583668, 0.0301343938163, 0.0638808695312, 0.471727984254
7, 3.0, 11, no_regularization, -0.0287511734091, 0.0143127493573, 2.00878061171, 0.0149669919391, 0.00940065327831, 1.59212253617
7, 3.0, 12, no_regularization, -0.0287201038666, 0.0106762983525, 2.69008067388, 0.0148663072201, 0.0179178493986, 0.829692609274
7, 3.0, 13, no_regularization, -0.028735915251, 0.00617521332708, 4.65342875282, 0.0148685527329, 0.00897496165792, 1.6566703346
7, 3.0, 14, no_regularization, -0.0286910714922, 0.0111676080333, 2.56913310412, 0.0143065263643, 0.013384787195, 1.06886468614
7, 3.0, 15, no_regularization, -0.0287379124138, 0.0114225612935, 2.51589040982, 0.0149336365289, 0.0130318046764, 1.14593771927
7, 3.0, 11, regularization, -0.0287504041893, 0.00589944065194, 4.87341188521, 0.0144444618973, 0.00502434748976, 2.87489309343
7, 3.0, 12, regularization, -0.0287167029717, 0.00572439957256, 5.01654411222, 0.0146536812473, 0.00499168843878, 2.93561616014
7, 3.0, 13, regularization, -0.0287371221878, 0.00592338798025, 4.85146714745, 0.0142768052208, 0.00499043390027, 2.86083444969
7, 3.0, 14, regularization, -0.0287010691049, 0.00579173207677, 4.95552431025, 0.014288285472, 0.00513671868286, 2.78159781645
7, 3.0, 15, regularization, -0.0287383087125, 0.00572067762743, 5.02358471918, 0.0146369179342, 0.00501770886038, 2.91705205334
1, 9.0, 1, no_regularization, 0.0172138543271, 0.333902731418, 0.0515534995896, -0.255371487418, 0.570146168262, 0.447905294526
1, 9.0, 2, no_regularization, -0.0502300187708, 0.383801723231, 0.130874917257, 0.0266169865644, 0.281212811262, 0.0946506897925
1, 9.0, 3, no_regularization, -0.0857355957496, 0.238271748323, 0.359822750087, 0.03855415223, 0.257132369996, 0.149938929239
1, 9.0, 4, no_regularization, 0.0136391399973, 0.668278462799, 0.0204093663892, 0.0331960665037, 0.528655777406, 0.0627933485691
1, 9.0, 5, no_regularization, -0.0257626442018, 0.272146741601, 0.0946645330023, 0.0254567786736, 0.308501609833, 0.0825174905486
1, 9.0, 1, regularization, 0.0169825697488, 0.25811597224, 0.0657943388835, -0.253300429008, 0.547354525528, 0.462772147109
1, 9.0, 2, regularization, -0.0454541098742, 0.248997038987, 0.182548796801, 0.0242421496669, 0.196764245495, 0.123204038447
1, 9.0, 3, regularization, -0.0802410667647, 0.122967572378, 0.652538431175, 0.0420838387267, 0.140210721969, 0.300147079594
1, 9.0, 4, regularization, 0.0172866740963, 0.601033923567, 0.0287615614003, 0.0375332810016, 0.474676940549, 0.0790712120082
1, 9.0, 5, regularization, -0.0295350830574, 0.181902388199, 0.162367758609, 0.0238445037819, 0.232411291912, 0.102596150065
5, 1.0, 16, no_regularization, -0.00958547015061, 0.0024404708383, 3.92771345602, 0.00440004762766, 0.00569848319218, 0.77214365284
5, 1.0, 17, no_regularization, -0.0096057388234, 0.00239946916808, 4.003276621, 0.00454318057636, 0.00567478221681, 0.800591177385
5, 1.0, 18, no_regularization, -0.00958765076887, 0.00240507175699, 3.98643023478, 0.00460444794492, 0.00595923505653, 0.772657547695
5, 1.0, 19, no_regularization, -0.0095628547793, 0.00239136953564, 3.99890298709, 0.00437455617389, 0.00560998041501, 0.779781006398
5, 1.0, 20, no_regularization, -0.00958671704274, 0.00247461161623, 3.8740289506, 0.00449998300335, 0.00555653252976, 0.809854523346
5, 1.0, 16, regularization, -0.00959020120663, 0.00233485378674, 4.10740974921, 0.00473628760007, 0.00334751299317, 1.41486757773
5, 1.0, 17, regularization, -0.00961161947367, 0.00233605401323, 4.11446799571, 0.00496910230735, 0.00346117825292, 1.43566784033
5, 1.0, 18, regularization, -0.00959613308487, 0.00228628543248, 4.19725942724, 0.00490474162386, 0.00320294377707, 1.53132304694
5, 1.0, 19, regularization, -0.00957676910704, 0.00232659031888, 4.11622494486, 0.00472108263519, 0.00336805974534, 1.40172176035
5, 1.0, 20, regularization, -0.00959040459805, 0.00233140339532, 4.11357580472, 0.00494901498091, 0.00352568297155, 1.40370391236
4, 11.0, 21, no_regularization, 0.00652807262716, 0.376910947383, 0.0173199337204, 0.0278390157774, 0.351610627119, 0.0791756950167
4, 11.0, 22, no_regularization, -0.00871216039557, 0.496252496508, 0.0175559024022, -0.088708507427, 0.706040361285, 0.12564226111
4, 11.0, 23, no_regularization, -0.0162914078922, 0.466704812496, 0.0349073064087, -0.0252697795558, 0.64840319897, 0.0389723240045
4, 11.0, 24, no_regularization, 0.00301995370665, 0.707462228345, 0.0042687137004, -0.0212261941097, 0.690798404001, 0.0307270456718
4, 11.0, 25, no_regularization, -0.024066829373, 0.589143480015, 0.0408505401306, -0.0430323867335, 0.684478133475, 0.0628688991349
4, 11.0, 21, regularization, 0.00215067113856, 0.273665480402, 0.00785875929766, 0.0382932089997, 0.318647949886, 0.12017403223
4, 11.0, 22, regularization, -0.0113528749489, 0.38957047282, 0.0291420313934, -0.082038797055, 0.6834454958, 0.120037073269
4, 11.0, 23, regularization, -0.0164152214733, 0.343638238162, 0.0477689024397, -0.0236141700445, 0.601360823493, 0.0392678889644
4, 11.0, 24, regularization, 0.00208756071382, 0.629121114018, 0.00331821753762, -0.00252663108871, 0.63174495051, 0.00399944801564
4, 11.0, 25, regularization, -0.0255649529512, 0.522080585179, 0.0489674461702, -0.030497048426, 0.642125237332, 0.0474939258777
8, 9.0, 16, no_regularization, -0.0733557928615, 0.277195085083, 0.264635979528, 0.0147604252291, 0.286098948314, 0.0515920289677
8, 9.0, 17, no_regularization, -0.0182415822768, 0.617513936463, 0.0295403572287, -0.0476793233881, 0.746291748291, 0.0638883164624
8, 9.0, 18, no_regularization, -0.0586799709961, 0.206813350365, 0.283733960562, 0.0267109210375, 0.220867221041, 0.120936555962
8, 9.0, 19, no_regularization, -0.0409461255066, 0.565689124058, 0.0723827342002, -0.0352992140285, 0.730763997192, 0.0483045335623
8, 9.0, 20, no_regularization, -0.067651983396, 0.270639166218, 0.249971149193, 0.0329877752082, 0.215753130546, 0.152895928438
8, 9.0, 16, regularization, -0.0775182306249, 0.151248347373, 0.512522827333, 0.0279424068403, 0.175266020235, 0.159428546405
8, 9.0, 17, regularization, -0.0151448617383, 0.59138244885, 0.0256092512853, -0.0425038288187, 0.677096022557, 0.0627737091975
8, 9.0, 18, regularization, -0.0595993431147, 0.124126215129, 0.480151135301, 0.0366374419569, 0.116396042714, 0.314765357161
8, 9.0, 19, regularization, -0.040975619376, 0.482913310224, 0.0848508800825, -0.0442107290246, 0.669184296157, 0.0660665967186
8, 9.0, 20, regularization, -0.0722937651648, 0.158205044102, 0.456962453853, 0.0362706818631, 0.126942619014, 0.285725016113
7, 9.0, 21, no_regularization, 0.0196733254434, 0.622007828464, 0.0316287425063, 0.0202627750797, 0.439191167847, 0.0461365723246
7, 9.0, 22, no_regularization, -0.0176549982113, 0.577365592409, 0.0305785423368, 0.00878783003871, 0.426996078708, 0.0205805872159
7, 9.0, 23, no_regularization, 0.00136640919008, 0.591885092447, 0.00230857172704, -0.10084879771, 0.772841486263, 0.130490921493
7, 9.0, 24, no_regularization, 0.0265081471219, 0.586146380946, 0.0452244490175, -0.00343501611795, 0.672746528232, 0.0051059588921
7, 9.0, 25, no_regularization, -0.0010051816003, 0.366961776667, 0.00273919973202, 0.0289938675834, 0.31411889589, 0.0923022077397
7, 9.0, 21, regularization, 0.0198286231749, 0.567490215109, 0.0349409076086, 0.0316281858977, 0.377866331344, 0.0837020482485
7, 9.0, 22, regularization, -0.0134666588884, 0.5567799297, 0.0241866816134, 0.0223239659683, 0.382558668368, 0.0583543592505
7, 9.0, 23, regularization, -0.00265643171818, 0.537537833241, 0.0049418507013, -0.100184705055, 0.766727991846, 0.130665250415
7, 9.0, 24, regularization, 0.0261336019981, 0.552562321197, 0.0472953022592, -0.00450984062132, 0.563304937406, 0.00800603779914
7, 9.0, 25, regularization, 0.0019534099514, 0.266273564617, 0.00733610170507, 0.0326720430046, 0.220775750849, 0.147987461843
4, 3.0, 11, no_regularization, -0.0287511697578, 0.0143127739648, 2.00877690296, 0.0149669838517, 0.00940066527071, 1.5921196448
4, 3.0, 12, no_regularization, -0.0287201028075, 0.0106762972954, 2.69008084104, 0.0148662848879, 0.017917855961, 0.829691059032
4, 3.0, 13, no_regularization, -0.0287359106257, 0.00617519449951, 4.65344219167, 0.014868528777, 0.00897497062769, 1.65666600971
4, 3.0, 14, no_regularization, -0.0286910762724, 0.0111676195023, 2.56913089369, 0.0143065140217, 0.0133848460201, 1.06885906645
4, 3.0, 15, no_regularization, -0.0287379147931, 0.0114225482941, 2.51589348131, 0.0149336466358, 0.0130318423711, 1.1459351802
4, 3.0, 11, regularization, -0.0287504027859, 0.00589945832178, 4.87339705067, 0.0144444662147, 0.00502434510588, 2.87489531677
4, 3.0, 12, regularization, -0.0287167021665, 0.00572438208631, 5.01655929557, 0.0146536730966, 0.00499164957036, 2.93563738601
4, 3.0, 13, regularization, -0.0287371284101, 0.00592342083543, 4.85144128848, 0.0142767981224, 0.00499046673934, 2.86081420198
4, 3.0, 14, regularization, -0.0287010745872, 0.00579173507247, 4.95552269365, 0.0142882738108, 0.00513674065777, 2.78158364666
4, 3.0, 15, regularization, -0.0287383072616, 0.00572066802622, 5.02359289681, 0.0146369198973, 0.00501767984126, 2.91706931498
5, 5.0, 11, no_regularization, -0.0478929443771, 0.053868209456, 0.889076226234, 0.0223394738648, 0.0575245502448, 0.388346780109
5, 5.0, 12, no_regularization, -0.0478636414142, 0.0505920222441, 0.946070927613, 0.0229848732621, 0.0589624433043, 0.389822266074
5, 5.0, 13, no_regularization, -0.0480741491028, 0.0512084887124, 0.938792577395, 0.0224706406211, 0.0564687423085, 0.397930602001
5, 5.0, 14, no_regularization, -0.0478527970102, 0.064203669566, 0.745328068219, 0.0237295961815, 0.0435009981631, 0.545495441105
5, 5.0, 15, no_regularization, -0.047890073634, 0.0568784923403, 0.841971572444, 0.0235180253779, 0.0680005519395, 0.345850507196
5, 5.0, 11, regularization, -0.0478970098095, 0.0114072266856, 4.19883036689, 0.0234980876248, 0.0055398036378, 4.2416824063
5, 5.0, 12, regularization, -0.0478681669549, 0.00986166353553, 4.8539647274, 0.0234013634117, 0.00589440094944, 3.97010037362
5, 5.0, 13, regularization, -0.0479021671385, 0.0106273264891, 4.50745229174, 0.0232740559667, 0.00557776389861, 4.17264989874
5, 5.0, 14, regularization, -0.0478571604422, 0.0197115735006, 2.42787114082, 0.0233473111942, 0.0045984129305, 5.07725416291
5, 5.0, 15, regularization, -0.0478878900958, 0.0108954571293, 4.39521623805, 0.0233986295367, 0.00604172412003, 3.87283978411
3, 5.0, 6, no_regularization, -0.0478809848968, 0.0440670243032, 1.08654908413, 0.0239291167293, 0.0502388704895, 0.476306821714
3, 5.0, 7, no_regularization, -0.0479032936497, 0.0462078078087, 1.03669262667, 0.0243822348663, 0.0605696652922, 0.402548614866
3, 5.0, 8, no_regularization, -0.0478408004908, 0.0385471772341, 1.24109737531, 0.0234777163535, 0.0626313802716, 0.374855483811
3, 5.0, 9, no_regularization, -0.0479180556841, 0.0416187547191, 1.15135726687, 0.0230605312729, 0.0610177884889, 0.377931286006
3, 5.0, 10, no_regularization, -0.0478692868487, 0.06501025193, 0.736334430763, 0.0244677635673, 0.0562753146818, 0.434786792497
3, 5.0, 6, regularization, -0.0478857626118, 0.00995601669811, 4.80973104644, 0.0233563977099, 0.00542578161038, 4.30470656341
3, 5.0, 7, regularization, -0.0478977627545, 0.0106969371666, 4.4777081522, 0.0236627368022, 0.00535098509684, 4.42212721097
3, 5.0, 8, regularization, -0.0478518080581, 0.00992222538859, 4.82268908275, 0.0232467634014, 0.00535816736373, 4.33856612221
3, 5.0, 9, regularization, -0.0479088498493, 0.0114832674345, 4.17205731057, 0.0234600657942, 0.00543929567767, 4.31307051214
3, 5.0, 10, regularization, -0.0478694468956, 0.0102555218415, 4.6676753885, 0.0234240633806, 0.00611100261838, 3.83309660352
7, 1.0, 21, no_regularization, -0.00957113789934, 0.00241262221184, 3.96711008146, 0.00451970778392, 0.00576501170744, 0.783989350461
7, 1.0, 22, no_regularization, -0.00957126705279, 0.00242231817529, 3.9512840016, 0.00453377522677, 0.00523284982222, 0.866406524321
7, 1.0, 23, no_regularization, -0.00956776689192, 0.00230142587849, 4.15732132906, 0.00456922487484, 0.00583644024574, 0.78287872101
7, 1.0, 24, no_regularization, -0.00957153627788, 0.00234015601473, 4.09012741784, 0.00451635201988, 0.00587663202476, 0.768527279035
7, 1.0, 25, no_regularization, -0.00959312515768, 0.00228085478473, 4.20593420586, 0.00456790985463, 0.00545715310416, 0.837049972293
7, 1.0, 21, regularization, -0.00957530293627, 0.00235249544048, 4.0702748118, 0.00494295433129, 0.00372068306203, 1.32850722539
7, 1.0, 22, regularization, -0.00958139946153, 0.00232272017993, 4.12507694398, 0.00488268013622, 0.00337788232846, 1.44548556209
7, 1.0, 23, regularization, -0.00957398328433, 0.00225952454124, 4.23716720469, 0.00494348965649, 0.00381254590329, 1.29663741287
7, 1.0, 24, regularization, -0.00957969747696, 0.00225615608715, 4.2460260314, 0.00478145820176, 0.00309498359189, 1.54490583223
7, 1.0, 25, regularization, -0.00959810923682, 0.00223455063564, 4.29531964223, 0.00489476799061, 0.00368439077167, 1.32851488725
6, 7.0, 1, no_regularization, -0.0401842235501, 0.272059896566, 0.147703590487, 0.0431453193129, 0.287103652616, 0.150277848853
6, 7.0, 2, no_regularization, -0.0493072956242, 0.214435020391, 0.229940499151, 0.0230496556618, 0.215650102212, 0.106884510721
6, 7.0, 3, no_regularization, -0.0671172146979, 0.0990769082168, 0.677425405232, 0.0330544638866, 0.0983597407745, 0.336056842224
6, 7.0, 4, no_regularization, -0.0664620401884, 0.123592308881, 0.537752233857, 0.0287107878578, 0.175968821431, 0.163158380128
6, 7.0, 5, no_regularization, -0.0532776921685, 0.219678503083, 0.242525742941, 0.0220729395742, 0.201604889272, 0.109486132276
6, 7.0, 1, regularization, -0.039387996995, 0.151124771752, 0.260632300968, 0.0382453465657, 0.168116404251, 0.227493246338
6, 7.0, 2, regularization, -0.0477811027215, 0.122516803302, 0.389996322414, 0.0280658889607, 0.116298612681, 0.241326085614
6, 7.0, 3, regularization, -0.0670941729156, 0.0215698966619, 3.11054679432, 0.0319320457764, 0.00967910742395, 3.29906926102
6, 7.0, 4, regularization, -0.0642770601052, 0.0448749795214, 1.43235853901, 0.0315938209313, 0.135709131483, 0.232805416894
6, 7.0, 5, regularization, -0.0542200197828, 0.124321162203, 0.436128643122, 0.031378463989, 0.0892967454677, 0.351395382046
5, 0.5, 26, no_regularization, -0.00479515121128, 0.00154928631976, 3.09507103376, 0.0022770563528, 0.0048200611405, 0.472412338024
5, 0.5, 27, no_regularization, -0.00478985592442, 0.00147161103942, 3.25483826643, 0.00215411883916, 0.00495456156361, 0.434774865848
5, 0.5, 28, no_regularization, -0.00479514981819, 0.00146716488936, 3.2683100945, 0.00243384423352, 0.00487209240195, 0.499548044807
5, 0.5, 29, no_regularization, -0.00478171712069, 0.00148104028906, 3.22862055544, 0.00236575995626, 0.00483814319067, 0.488980971217
5, 0.5, 30, no_regularization, -0.00479364774568, 0.00153234381937, 3.12831081712, 0.00244347345554, 0.00504499774596, 0.484335886472
5, 0.5, 26, regularization, -0.00479466320982, 0.00158022226903, 3.03417013149, 0.00169829925293, 0.00159671595099, 1.06362014601
5, 0.5, 27, regularization, -0.00479390304297, 0.00152777289095, 3.13783748316, 0.0015634233325, 0.00165559706899, 0.944325984735
5, 0.5, 28, regularization, -0.00479515940026, 0.00153768347971, 3.11843071968, 0.00192190145447, 0.00185554567341, 1.03576079102
5, 0.5, 29, regularization, -0.00478331542818, 0.00155722564583, 3.07169063198, 0.00184834207472, 0.00175041053843, 1.05594775291
5, 0.5, 30, regularization, -0.00479559645756, 0.0015358407468, 3.12245684817, 0.00194117593002, 0.00177663903897, 1.09261132252
2, 7.0, 1, no_regularization, -0.0401841235983, 0.27205856945, 0.147703943601, 0.043144399206, 0.287097901063, 0.150277654578
2, 7.0, 2, no_regularization, -0.049307058492, 0.214429449434, 0.229945367216, 0.0230503976391, 0.215666540719, 0.106879804175
2, 7.0, 3, no_regularization, -0.0671165975627, 0.099081436552, 0.677388216182, 0.0330539617138, 0.0983551305901, 0.336067488452
2, 7.0, 4, no_regularization, -0.0664619081342, 0.123597197014, 0.537729897923, 0.0287124220237, 0.176001604082, 0.163137274649
2, 7.0, 5, no_regularization, -0.0532780518814, 0.219677531296, 0.242528453261, 0.0220732619816, 0.201603705866, 0.109488374168
2, 7.0, 1, regularization, -0.0393880072279, 0.151124336832, 0.260633118753, 0.0382431273373, 0.168110031276, 0.227488669457
2, 7.0, 2, regularization, -0.0477807271065, 0.12251623037, 0.389995080343, 0.0280650829194, 0.116300545836, 0.241315143602
2, 7.0, 3, regularization, -0.0670950348389, 0.021573142944, 3.11011867919, 0.0319308697192, 0.00968135837365, 3.2981807394
2, 7.0, 4, regularization, -0.0642772383013, 0.0448785054177, 1.43224997586, 0.0315928880279, 0.135705441235, 0.232804873115
2, 7.0, 5, regularization, -0.0542198470308, 0.124317566956, 0.4361398663, 0.031379776016, 0.0892957083057, 0.351414156529
2, 11.0, 6, no_regularization, 0.00639439748587, 0.593991962083, 0.0107651246045, -0.0451807177789, 0.645943351376, 0.0699453252095
2, 11.0, 7, no_regularization, 0.00406183612136, 0.370759796855, 0.0109554384154, 0.000574933258492, 0.418489018652, 0.00137383117087
2, 11.0, 8, no_regularization, -0.0308049938743, 0.491748252219, 0.0626438299176, -0.0495906744644, 0.770158571907, 0.0643902129683
2, 11.0, 9, no_regularization, 0.0195984441361, 0.61335067051, 0.0319530817824, -0.114172329161, 0.778605037183, 0.146637028672
2, 11.0, 10, no_regularization, 0.0225397905243, 0.56711199377, 0.0397448665729, -0.0620503845224, 0.717298830368, 0.0865056262404
2, 11.0, 6, regularization, 0.0023610207688, 0.540334183463, 0.00436955654679, -0.039988106255, 0.584180195243, 0.0684516636829
2, 11.0, 7, regularization, 0.00140189320685, 0.270267062431, 0.00518706643066, -0.00384696993661, 0.355227710302, 0.0108295885288
2, 11.0, 8, regularization, -0.0287077701592, 0.391599802667, 0.0733089495032, -0.0527537747314, 0.736250840214, 0.0716519042831
2, 11.0, 9, regularization, 0.0204563777109, 0.534846447343, 0.0382471975134, -0.0994899796854, 0.735685267626, 0.135234432526
2, 11.0, 10, regularization, 0.0285500663657, 0.49542008247, 0.0576279956666, -0.0631053709666, 0.668232618549, 0.0944362325558
3, 3.0, 21, no_regularization, -0.02871325405, 0.00895063203983, 3.20795826733, 0.0149874474253, 0.0098200588276, 1.52620749921
3, 3.0, 22, no_regularization, -0.0287315754155, 0.0113676396365, 2.52748823275, 0.014648468855, 0.0127862453993, 1.14564271196
3, 3.0, 23, no_regularization, -0.0287476720648, 0.0209532696245, 1.37198979348, 0.015294044807, 0.0101655739367, 1.50449398157
3, 3.0, 24, no_regularization, -0.0287322608409, 0.0212172518877, 1.3541933231, 0.0152890109271, 0.0203432847762, 0.751550749806
3, 3.0, 25, no_regularization, -0.0287498864859, 0.0109219152357, 2.63231181211, 0.0152429275482, 0.0127843550923, 1.19231102688
3, 3.0, 21, regularization, -0.0287172147879, 0.0058567971028, 4.90322855373, 0.0144048938418, 0.00492928913347, 2.92230653381
3, 3.0, 22, regularization, -0.0287375951859, 0.00582073545557, 4.93710724449, 0.0145208942578, 0.00508131874258, 2.85770190641
3, 3.0, 23, regularization, -0.0287509385001, 0.00578015851537, 4.97407440014, 0.0147195937445, 0.0054087772758, 2.72142722725
3, 3.0, 24, regularization, -0.0287336435198, 0.00573028212279, 5.0143505859, 0.0146827303403, 0.00519210857968, 2.82789354555
3, 3.0, 25, regularization, -0.0287586096936, 0.0057154808124, 5.03170435481, 0.0145817747231, 0.00531951066, 2.74118723603
1, 0.5, 16, no_regularization, -0.00478361555684, 0.00169553430588, 2.82130272461, 0.00207737733061, 0.00556809563424, 0.373085784993
1, 0.5, 17, no_regularization, -0.0048009769264, 0.00156753020281, 3.06276518168, 0.00220072851301, 0.00566189497614, 0.388691157692
1, 0.5, 18, no_regularization, -0.00462070374114, 0.00516717244282, 0.894242217049, 0.00225492858511, 0.00564110833767, 0.39973148008
1, 0.5, 19, no_regularization, -0.00478178488465, 0.0016431156817, 2.91019368746, 0.0022859504476, 0.00587164665311, 0.389320165646
1, 0.5, 20, no_regularization, -0.00479447501785, 0.00167064731865, 2.86983073226, 0.00228077071087, 0.00575880244992, 0.396049479159
1, 0.5, 16, regularization, -0.00480614126149, 0.00248575077451, 1.93347672292, 0.00156297035715, 0.00188138957136, 0.830753173581
1, 0.5, 17, regularization, -0.00482071245395, 0.00246820843322, 1.95312210633, 0.00167026080883, 0.00187613912785, 0.890264897755
1, 0.5, 18, regularization, -0.00479850897233, 0.00242096399999, 1.98206539724, 0.00179737430337, 0.00196623940528, 0.914117730803
1, 0.5, 19, regularization, -0.00480680396434, 0.00243871215068, 1.97104195466, 0.00187006124988, 0.00237029090268, 0.788958539971
1, 0.5, 20, regularization, -0.00480151900625, 0.00234097876284, 2.05107328715, 0.00164209027982, 0.00187537614, 0.875605829036
4, 9.0, 21, no_regularization, 0.0196733251011, 0.622007819221, 0.031628742426, 0.0202627813839, 0.43919119149, 0.046136584195
4, 9.0, 22, no_regularization, -0.0176549955849, 0.577365610876, 0.0305785368099, 0.00878785704284, 0.426996141455, 0.0205806474337
4, 9.0, 23, no_regularization, 0.00136641063502, 0.591885097583, 0.00230857414827, -0.1008488125, 0.772841528983, 0.130490933416
4, 9.0, 24, no_regularization, 0.026508148059, 0.586146367674, 0.0452244516403, -0.00343500493246, 0.672746499919, 0.00510594248037
4, 9.0, 25, no_regularization, -0.00100517738098, 0.366961767506, 0.0027391883024, 0.0289938583589, 0.314119010235, 0.0923021447738
4, 9.0, 21, regularization, 0.0198286201545, 0.56749026677, 0.0349408991054, 0.0316281713415, 0.377866359418, 0.0837020035081
4, 9.0, 22, regularization, -0.0134666612443, 0.556779934283, 0.0241866856456, 0.0223239859055, 0.382558662844, 0.0583544122083
4, 9.0, 23, regularization, -0.00265643195733, 0.537537827748, 0.0049418511967, -0.100184697418, 0.766727932571, 0.130665250556
4, 9.0, 24, regularization, 0.0261336036216, 0.552562333096, 0.047295304179, -0.00450984168888, 0.563304900734, 0.00800604021553
4, 9.0, 25, regularization, 0.00195341413838, 0.266273540529, 0.00733611809306, 0.0326720402628, 0.220775801066, 0.147987415763
2, 11.0, 16, no_regularization, -0.0474742294516, 0.482524494257, 0.0983871907367, -0.138855550004, 0.700333210839, 0.198270691515
2, 11.0, 17, no_regularization, 0.0105376456316, 0.528666066362, 0.0199325175231, -0.0191688701668, 0.7021832003, 0.0272989586743
2, 11.0, 18, no_regularization, -0.010621841826, 0.519904817555, 0.0204303585337, 0.00324738703994, 0.554832319013, 0.005852916149
2, 11.0, 19, no_regularization, -0.000261284486434, 0.53771617225, 0.000485915246589, -0.126549294659, 0.917202546538, 0.137973117429
2, 11.0, 20, no_regularization, 0.0115792199621, 0.595292585776, 0.0194513088836, -0.0978864041636, 0.758236016724, 0.129097539558
2, 11.0, 16, regularization, -0.0453664792617, 0.391145510295, 0.115983637975, -0.137326691623, 0.645400536267, 0.212777467489
2, 11.0, 17, regularization, 0.0128087387469, 0.434938844787, 0.02944951664, -0.0156366968742, 0.660883490468, 0.0236602927744
2, 11.0, 18, regularization, -0.00554945713128, 0.420178799829, 0.0132073706088, 0.00304751549134, 0.532646664462, 0.00572145794701
2, 11.0, 19, regularization, 8.77027681204e-05, 0.452116079527, 0.000193982855492, -0.121717980824, 0.880997935888, 0.138159212259
2, 11.0, 20, regularization, 0.0139919151918, 0.57423781099, 0.0243660638921, -0.086923636033, 0.735640971577, 0.118160406219
3, 5.0, 26, no_regularization, -0.0478803796527, 0.0462156934413, 1.03601993365, 0.0237293976499, 0.0626639065898, 0.378677279175
3, 5.0, 27, no_regularization, -0.0478992453987, 0.0495114928951, 0.967436903997, 0.0237556773611, 0.0444831256332, 0.534037953111
3, 5.0, 28, no_regularization, -0.0479083161064, 0.0563021087543, 0.850915128516, 0.0240688582167, 0.046122978554, 0.5218409342
3, 5.0, 29, no_regularization, -0.0479118150063, 0.0449613009979, 1.06562341264, 0.0236043528433, 0.0659885347921, 0.357703848368
3, 5.0, 30, no_regularization, -0.047878508465, 0.0356914776276, 1.34145492558, 0.0229425243176, 0.050910238223, 0.45064657166
3, 5.0, 26, regularization, -0.047891271095, 0.0103361211782, 4.6333890895, 0.0233521671135, 0.00640105670747, 3.64817375954
3, 5.0, 27, regularization, -0.0478998053813, 0.00918466543871, 5.2151932698, 0.0234727991232, 0.00496162510022, 4.73086915055
3, 5.0, 28, regularization, -0.0479093507027, 0.00940086238377, 5.09627188942, 0.0239122926991, 0.00646095241568, 3.70104764137
3, 5.0, 29, regularization, -0.0479051240365, 0.0114313586603, 4.19067631943, 0.0233922221444, 0.00517694022931, 4.51854205539
3, 5.0, 30, regularization, -0.0478783551408, 0.00945256820433, 5.06511607278, 0.0234877060985, 0.00473944170738, 4.95579596685
8, 0.5, 21, no_regularization, -0.00477522913674, 0.00153491033375, 3.11108019259, 0.00231906786922, 0.00512000884906, 0.452942160372
8, 0.5, 22, no_regularization, -0.00478590238036, 0.00157157839698, 3.04528389392, 0.00223630187485, 0.00487364303771, 0.458856312936
8, 0.5, 23, no_regularization, -0.00478383291183, 0.00149137148628, 3.20767357821, 0.00247889306246, 0.00464813189478, 0.533309535654
8, 0.5, 24, no_regularization, -0.0047823173919, 0.00151936966349, 3.14756672245, 0.00235640774349, 0.00508036305183, 0.463826643775
8, 0.5, 25, no_regularization, -0.00480758576626, 0.00138022509855, 3.48318964155, 0.00235940310843, 0.0046349569965, 0.509045307263
8, 0.5, 21, regularization, -0.00477632773542, 0.00153191814399, 3.11787398966, 0.00172150725643, 0.00158894589058, 1.08342723729
8, 0.5, 22, regularization, -0.0047810550312, 0.00160610546423, 2.97680017763, 0.00162801633458, 0.00143895161036, 1.13139060609
8, 0.5, 23, regularization, -0.0047791634044, 0.00157356081157, 3.03716473443, 0.0020103154632, 0.00182219161961, 1.10324042848
8, 0.5, 24, regularization, -0.00478646311624, 0.0015602337408, 3.06778592918, 0.00179137111699, 0.00162056178662, 1.10540130699
8, 0.5, 25, regularization, -0.00480007161962, 0.00149450210775, 3.21181990627, 0.00180220918958, 0.00170933657373, 1.05433255058
3, 1.0, 11, no_regularization, -0.00958240988391, 0.00754731874085, 1.26964425552, 0.00452299447418, 0.00523171510788, 0.864533786897
